Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited,image_url,price,restaurant
"140, GALLE ROAD, PINWATTE, KALUTHARA",184,12/03/2022,6.3,ABEYS VILLA,Indian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.4,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Kalutara Bodhiya,Richmond Castle,Kalutara Beach,Pahiyangala,Thudugala Ella,Asokaramaya Buddhist Temple,Katukurunda Beach",https://media-cdn.tripadvisor.com/media/photo-m/1280/15/28/bf/e6/hotel-j-ambalangoda.jpg,75000,"Oasis Restaurant,Rusalka Restaurant,CafeMint,Green Lobster Waskaduwa,Red Lobster Tours & Restaurant,Fresh Lobsters Restaurant"
"PLANTATION VILLA, WATTALAYA WATTE, NEHINNA, KALUTHARA",194,12/03/2018,8.8,PLANTATION VILLA,United Kingdom,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.4,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Kalutara Bodhiya,Richmond Castle,Kalutara Beach,Pahiyangala,Thudugala Ella,Asokaramaya Buddhist Temple,Katukurunda Beach",https://images.luxuryescapes.com/q_auto:good/obgns13oswhzf1363vm.jpeg,73000,"Oasis Restaurant,Rusalka Restaurant,CafeMint,Green Lobster Waskaduwa,Red Lobster Tours & Restaurant,Fresh Lobsters Restaurant"
"149, GALKANUWA ROAD, GORAKANA, KESELWATTE, KALUTHARA",158,12/03/2019,8.8,BOLGODA COTTAGE,Singapore,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Kalutara Bodhiya,Richmond Castle,Kalutara Beach,Pahiyangala,Thudugala Ella,Asokaramaya Buddhist Temple,Katukurunda Beach",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c7/df/0b/pool.jpg?w=1200&h=-1&s=1,32000,"Oasis Restaurant,Rusalka Restaurant,CafeMint,Green Lobster Waskaduwa,Red Lobster Tours & Restaurant,Fresh Lobsters Restaurant"
"36/17, SANATH PERERA MAWATHA, SOUTH THALPITIYA, KALUTHARA",168,12/03/2020,9.8,WADDUWA BEACH VILLA,Russina,No Negative,0,200, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",200 days,48.2037451,16.3356767,"Kalutara Bodhiya,Richmond Castle,Kalutara Beach,Pahiyangala,Thudugala Ella,Asokaramaya Buddhist Temple,Katukurunda Beach","https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/20000000/19430000/19420700/19420684/a18563ef_z.jpg?tr=q-40,c-at_max,w-1280,h-720&_src=imagekit",54000,"Oasis Restaurant,Rusalka Restaurant,CafeMint,Green Lobster Waskaduwa,Red Lobster Tours & Restaurant,Fresh Lobsters Restaurant"
"PASMEEGODA ESTATE, KOHOLANA, KALUTARA",164,12/03/2021,6.5,PASMEEGODA ESTATE BUNGALOW,Jermany,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Kalutara Bodhiya,Richmond Castle,Kalutara Beach,Pahiyangala,Thudugala Ella,Asokaramaya Buddhist Temple,Katukurunda Beach",https://www.myboutiquehotel.com/photos/107810/anantara-kalutara-resort-kalutara-054-37132-728x400.jpg,69000,"Oasis Restaurant,Rusalka Restaurant,CafeMint,Green Lobster Waskaduwa,Red Lobster Tours & Restaurant,Fresh Lobsters Restaurant"
"NO:873, HOSPITAL ROAD, JAFFNA",194,12/03/2019,7.9,SP TOURS AND REST,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://cf.bstatic.com/xdata/images/hotel/max1280x900/400048184.jpg?k=5b2cc7601a191e2fdc169fb7bee7b06c37633e745d9b5ed51e3ac54b287d381f&o=&hp=1,25000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"STATION ROAD, URELU NORTH, CHUNNAKAM, JAFFNA",184,12/03/2020,8.1,MARGOSA,Russina,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://pix10.agoda.net/hotelImages/117/1178026/1178026_16031209580040707350.jpg?ca=6&ce=1&s=1024x768,10000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"NO.16.RAJESHWARI WEETHI, NAYANAMARKADU, JAFFNA.",164,12/03/2021,8.2,JAFFNA REST,Jermany,No Negative,0,500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://media-cdn.tripadvisor.com/media/photo-s/0a/a3/2b/b2/garden-restaurant.jpg,15000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"NO.60, KANDY ROAD, CHUNDIKULI, JAFFNA",174,12/03/2022,6.2,GREEN INN RESTAURANT,United States,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://pix10.agoda.net/hotelImages/409/409399/409399_14051922040019482770.jpg?ca=2&ce=1&s=768x1024,20000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"NO.258/3, KANDY ROAD, JAFFNA",194,12/03/2023,4.2,NEW GREEN INN RESTAURANT,United Kingdom,No Negative,0,200, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://content.r9cdn.net/rimg/himg/7c/05/2f/hotelsdotcom-664460-3f3f326e_w-184419.jpg?width=1200&height=630&crop=true,30000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"NO. 31, MANIPAY ROAD, JAFFNA",184,12/03/2022,6.3,PILLAIAR INN AND PILLAIAR STORES,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",200 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://pillaiyar-inn-jaffna.booked.net/data/Photos/OriginalPhoto/1169/116941/116941807/Pillaiyar-Inn-Jaffna-Exterior.JPEG,32000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"NO. 70/06, K. K. S ROAD, JAFFNA",194,12/03/2018,8.8,JAFFNA CITY HOTEL,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Nallur Kandaswamy Temple,Jaffna Public Library,Fort Jaffna,Jaffna Archeological Museum,Casuarina Beach,Neduntheevu,Jaffna Clock Tower",https://jaffna.city/wp-content/uploads/2016/04/Tilko-Jaffna.jpg,25000,"Rio Iceream,Cosy Restuarant,Malayan Cafe,Hotel Rolex,Nallurbhavan,Peninsula"
"PASSARA ROAD, ELLA",158,12/03/2019,8.8,FOREST PARADISE GUEST HOME,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://ekho.wpenginepowered.com/ekhoella/wp-content/uploads/sites/6/2019/08/ekho-ella-b.jpg,25000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"64, LILY AVE, ELLA",168,12/03/2020,9.8,CLOUDS,Russina,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5d/0c/86/the-mountain-heavens.jpg?w=1200&h=-1&s=1,10000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"HELAMUDUNA, ELLA",164,12/03/2021,6.5,SAMANPAYA HOLIDAY BUNGALOW,Jermany,No Negative,0,1750, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://theculturetrip.com/wp-content/uploads/2018/01/21552010_1474735762580858_7945852869529995112_o.jpg,15000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"""WASALA"", MULLE WATTA, ELLA GAMA, ELLA",164,12/03/2022,8.3,WASALA VILLAGE VIEW,United States,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://pix10.agoda.net/hotelImages/540971/-1/118b3d8ecfb6837d5f5482c5c8e854cb.jpg?ca=0&ce=1&s=1024x768,20000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"BERAGALA KOSLANDA RD, NIKAPOTHA P.O. VIA, ELLA",194,12/03/2023,8.2,VIHARAGALA ESTATE BUNGALOW,United Kingdom,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://q-xx.bstatic.com/xdata/images/hotel/max500/123777522.jpg?k=da99ef845f1609bce6c360717ba200c514db6ac20980ee4657f0d14219d15bc8&o=,30000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"UVA BEN HEAD ESTATE, ELLA",184,12/03/2022,7.4,UVA BEN HEAD PLANTATION (UPPER) BUNGALOW,Singapore,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://q-xx.bstatic.com/xdata/images/hotel/max500/325057664.jpg?k=55431e0cf373c20bbe8d395f4715df13628c61959a3b49a57f8da91ff3c1cd1a&o=,22000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"LOWER BRAY ESTATE, ELLA",174,12/03/2018,7.6,HILL SAFARI,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://srilanka-roadtrip.com/wp-content/uploads/2020/10/ekho-ella-hotel-resort.jpg,25000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"542, KAHAGOLLA, ELLA",158,12/03/2019,6.9,CRANFORD VILLA,United Kingdom,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://www.resort98acres.com/wp-content/uploads/2013/04/01-Home.jpg,45000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"KIRCHHAYN BUNGALOW, AISLABY FARM & ESTATE, ELLA",184,12/03/2020,8.1,KIRCHHAYN BUNGALOW,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://images.squarespace-cdn.com/content/v1/5940f2725016e1c79e469470/1584568542427-SZ4DB9HN405IJPVKIL2F/Where+to+Stay+in+Ella,10000,"MozzarElla,Noname Cafe,Cafe One Love,Cafe Chill,Mandala Cafe & Bar,Ella Coffee Avenue"
"DUTCH HOUSE, ""SAGALA"",POONAGALA ROAD, ELLA",158,12/03/2021,9.6,DUTCH HOUSE,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Nine Arches Bridge,Ella Spice Garden Cooking Lessons,Lipton's Seat,Ravana's Cave,Diyaluma Falls,Little Adam's Peak Trailhead,Flying Ravana Mega Zipline",https://img.theculturetrip.com/wp-content/uploads/2021/03/the-secret-ella_a4254d31-e1618495102856.jpg,15000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"66/12, ALLES GARDEN, UPPUVELI, TRINCOMALEE",194,12/03/2019,6.3,SILVER BEACH HOTEL,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://media-cdn.tripadvisor.com/media/photo-m/1280/15/7f/ed/7c/jkab-beach-resort.jpg,20000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"101,ALLES GARDEN, SAMPALTIVU, TRINCOMALEE",158,12/03/2020,8.8,HOTEL OCEAN PARK,Indian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://pix10.agoda.net/hotelImages/237/237525/237525_16071113560044562826.jpg?ca=6&ce=1&s=450x450,30000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"848/A, VALAIYOOLHU, IRRAKKAKANDY, TRINCOMALEE",168,12/03/2021,8.8,RAMANATHAN COTTAGE,Russina,No Negative,0,1750, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/69/fe/87/elegant-green-beach-resort.jpg?w=700&h=-1&s=1,25000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"BAY BEACH HOTEL, GANDHI NAGAR, KUMBURUPITIYA, NILAVELI, TRINCOMALEE",164,12/03/2022,9.8,BAY BEACH BUNGALOW,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://i0.wp.com/thehoteljournal.com/wp-content/uploads/2020/06/best-trincomalee-boutique-hotels-Jungle-Beach-by-Uga-Escapes.jpg?fit=1080%2C736&ssl=1,25000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"NO 24, MURUGAPURI ROAD, UPPUVELI, TRINCOMALEE",164,12/03/2023,6.5,HOTEL TOBIKO,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://www.visitsrilankatourism.com/wp-content/uploads/2021/03/jungle-beach-luxury-resort-trincomalee-sri-lanka.jpg,45000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"UPPAVELI, TRINCOMALEE",194,12/03/2022,8.3,CHAAYA BLU,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://uploads-ssl.webflow.com/576fd5a8f192527e50a4b95c/5dd99e36d31f0fa22c606535_Jungle%20Beach%20By%20Uga%20Escapes.jpg,10000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"11TH MILE POST, NILAVELI, TRINCOMALEE",184,12/03/2018,8.2,NILAVELI BEACH HOTEL,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://media-cdn.tripadvisor.com/media/photo-s/07/e5/1d/7c/hotel-green-garden.jpg,15000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"11TH MILE POST, NILAVELI, TRINCOMALEE.",174,12/03/2019,7.4,PIGEON ISLAND BEACH HOTEL,Indian,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://uploads-ssl.webflow.com/576fd5a8f192527e50a4b95c/5dd99e4ed31f0f2be660658a_Margosa%20Bay%20in%20Trincomalee%20Sri%20Lanka.jpg,20000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"10TH MILE POST, GOPALAPURAM, NILAVALI, TRINKOMALEE",158,12/03/2020,7.6,SEA VIEW HOTEL & GUEST HOUSE,United Kingdom,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",300 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://www.go-lanka.com/Trincomalee/beach-hotel-trinco/pix/02.jpg,30000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"NO.93, LOVE LANE, NILAVELI ROAD, TRINCOMALEE.",184,12/03/2021,6.9,JKAB PARK HOTEL,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Thirukoneswaram Kovil,Fort Frederick,Shri Badrakali Amman Hindu Temple,Uppuveli Beach,Trincomalee War Cemetery,Kanniya Hot Water Springs,Maritime And Naval History Museum",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/2f/24/9f/anilana-nilaveli.jpg?w=1200&h=-1&s=1,15000,"Nero Kitchen,Joy Sea Food Restaurant,Sana Place Seafood Restaurant,Shami Seafood Restaurant,Cafe On The 18th,Trinco Lanka Restaurant"
"P.O BOX 01, NANUOYA, RADELLA, NUWARAELIYA",168,12/03/2021,8.8,LANGDALE RESORT & SPA,Russina,No Negative,0,1750, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Victoria Park,Moon Plains,Hakgala Botanical Garden,Lake Gregory,Seetha Amman Kovil,Horton Plains National Park,Gallway's Land National Park,Bomburu Ella Waterfall",https://thegrandhotelnuwaraeliya.com/wp-content/uploads/2018/12/banner001-1.jpg,30000,"Salmiya,Country House Restaurant,The Golf Green City bungalow,Cafe Noshers,Barnes Hall,The Grand Café,Themparadu,Tea Factory Hotel Restaurant"
