Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited
"THIRAPPANE, ANURADHAPURA
",198,4/22/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",272 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/23/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",273 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/24/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",274 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/25/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",275 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/26/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",276 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/27/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",277 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/28/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",278 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/29/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",279 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,4/30/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",280 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/1/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",281 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/2/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",282 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/3/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",283 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/4/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",284 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/5/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",285 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/6/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",286 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/7/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",287 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/8/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",288 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/9/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",289 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/10/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",290 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/11/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",291 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/12/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",292 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/13/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",293 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/14/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",294 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/15/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",295 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/16/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",296 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/17/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",297 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/18/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",298 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/19/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",299 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/20/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",300 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/21/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",301 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/22/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",302 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/23/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",303 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/24/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",304 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/25/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",305 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/26/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",306 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/27/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",307 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"THIRAPPANE, ANURADHAPURA
",198,5/28/2018,8.4,ULAGALLA WALAWWA RESORT,Indian,No Negative,0,1246, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,53,2,7,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",308 days,48.2037451,16.3356767,"[Ruwanweli Maha Seya,Siri Maha Bodhi,Thuparamaya Dagaba,Sigiriya,Mihintale]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,5/29/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",209 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,5/30/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",210 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,5/31/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",211 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/1/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",212 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/2/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",213 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/3/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",214 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/4/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",215 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/5/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",216 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/6/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",217 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/7/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",218 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/8/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",219 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/9/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",220 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/10/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",221 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/11/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",222 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/12/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",223 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/13/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/14/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",225 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/15/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",226 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/16/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",227 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/17/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",228 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT , GALLE

",255,6/18/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",229 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
